ID,Premise,Hypothesis,Label,Topic,Anno,Anno_Type
1438,"Una vez que el juego alcanza su versión final (RTM) y se publica, aparecerán nuevos errores o se detectarán posibles mejoras.","Una vez publicado el juego, no se aceptan ningunas modificaciones.",cnt,3,2,Generate
7427,El océano Atlántico no es navegable. ,El continente americano está por explorar. ,ent,10,20,Crowd
3742,No escribía en italiano ni cuando se dirigía a sus hijos o a sus hermanos ; ni siquiera al Banco de San Giorgio de Génova.84 El latín tampoco parecía dominarlo y lo escribía con influencia hispánica y no italiana.81,No se puede viajar entre Europa y América.,neutral,2,13,Automated
6312,"Pese a que la UE ya representa, en términos agregados, una de las menores fabricantes y exportadoras de armas global, y a que su gasto militar agregado es del 28% en términos globales.","La Unión Europea es una de las comunidades que menos armas fabrica, así como también una de las menores exportadoras de armas en el mundo.",ent,5,5,Rewrite
1715,"Las escuelas públicas mantenían la creencia de que el deporte era una parte importante de la educación, una actitud resumida en la frase mens sana in corpore sano.","La frase latina ""mens sana in corpore sano"" refleja la actitud de escuelas públicas respecto al deporte.",ent,4,2,Generate
3805,"La industria de videojuegos ha experimentado en los últimos años altas tasas de crecimiento, debido al desarrollo de la computación, capacidad de procesamiento, imágenes más reales y la estrecha relación entre películas de cine y los videojuegos.",Cualquier videojuego es multijugador.,neutral,3,11,Automated
3709,Se les dio ese nombre por la gran cantidad de tortugas que había en ellas y en sus alrededores .,Los historiadores e investigadores no se ponen de acuerdo con el origen de Cristobal Colón.,neutral,2,13,Automated
7067,La expansión mundial de la civilización europea no dependió de la primera ida y vuelta a través del océano Pacífico.,Europa no esta en el continente americano.,neutral,10,20,Crowd
3745,"Portugal se lanzó a navegar por el mar océano bordeando África y otorgándose el monopolio de dicha navegación por el océano Atlántico a excepción de las islas Canarias.2122 En 1488 el navegante Bartolomé Díaz encontró el paso por el cabo de Buena Esperanza , que unía el océano Atlántico con el océano Índico .","Enla ciudad italiana de Génova nunca ha existido el dinero, su sistema económico se basa en el trueque y la anarquia.",neutral,2,13,Automated
6434,"La ampliación menos importante de la UE tuvo lugar en mayo de 2004 con diez nuevos estados miembros, en su mayoría procedentes de Europa Central u Oriental, seguida por la adhesión de Bulgaria y Rumanía en enero de 2007.",Un artículo del Tratado de Niza de 2003 prohibe la anexión de nuevos estados miembros en la Unión Europea.,neutral,5,7,Rewrite
2098,"En Los Ángeles 1984, gracias a la venta de derechos exclusivos de patrocinio, el comité organizador generó un superávit presupuestario.",En Los Ángeles 1984 no exisitió ningún comité que organizara la venta de derechos exclusivos de patrocinio,cnt,4,9,Generate
2505,"Sin embargo en términos porcentuales, los mayores crecimientos se dan en Luxemburgo y Portugal (ambos con 6,7 inmigrantes por cada 1000 habitantes), seguidos de España (5,6) e Irlanda (5,1).","Alemania ha sido el país en el que el número de inmigrantes ha crecido más, con casi 7 inmigrantes por cada 1000 habitantes.",cnt,5,1,Generate
7477,Picasso era mayor para ser una influencia para otros artistas de su tiempo,Picassono tuvo influencia sobre otros artistas,cnt,10,20,Crowd
7200,La navegación segura entre Europa y América tuvo sus inicios con Colón.,Colón no logró arribar a las costas de América.,cnt,10,20,Crowd
7771,Picasso era un pintor del siglo XX.,Picasso produjo su obra artística a lo largo del siglo XX.,ent,10,20,Crowd
4561,"Además, la mayoría de las organizaciones deportivas internacionales de relevancia están situadas en Europa.","La Unión Europea cree que un compromiso internacional para reducir los gases de efecto invernadero es imposible, de manera que no se pronuncia al respecto.",neutral,5,11,Automated
7639,Los historiadores e investigadores no se ponen de acuerdo con el origen de Cristobal Colón.,Los historiadores e investigadores no se ponen de acuerdo sobre el origen de Cristóbal Colón.,ent,10,20,Crowd
1261,"En la década de 1980 el soporte habitual para el software era el cartucho en las videoconsolas, y el disco magnético o la cinta de casete en los ordenadores.",La Famicon usó cartuchos para sus videojuegos.,ent,3,9,Generate
556,"Sin embargo, las autoridades locales no le permitieron ser enterrado en la mansión y su esposa Jacqueline decidió enterrarlo en el castillo de Vauvenargues, también propiedad de Picasso, donde ella también sería enterrada años más tarde.",Las autoridades no influyeron en el lugar dónde Picasso fue enterrado. ,cnt,1,10,Generate
4716,El Tribunal de Cuentas es el órgano fiscalizador de la Unión Europea .,La integridad territorial de Alemania ha permanecido inalterada desde tiempos immemoriales. ,neutral,5,13,Automated
6978,Picasso pintó El entierro de Casagemas,Picasso tenia al menos un amigo.,neutral,10,20,Crowd
404,"Dos días después se estrenó Le train bleu, última colaboración con los Ballets Rusos de Sergéi Diágilev, en el Teatro de los Campos Elíseos.", Le train bleu nunca se estrenó.,cnt,1,2,Generate
6090,"Para Río de Janeiro 2016, el gobierno de Rusia había planeado abiertamente hacer que los deportistas de su delegación fueran con dopaje a los Juegos Olímpicos, sin embargo no fueron descubiertos.",Se han registrado los casos de que ningún país participante ha intentado traer dopaje en las Olimpiadas.,cnt,4,5,Rewrite
6736,"Cerca y tras el colapso de la Unión Soviética, las estadísticas sobre la delincuencia se movieron brusca y uniformemente hacia arriba.","Sorprendentemente, hacia el final de la URSS la delincuencia aumentó, a causa de la incertidumbre que caracterizó esa época.",ent,6,8,Rewrite
2779,"El cargo de Secretario General del Partido no fue creado hasta el mes de abril de 1922 y se convirtió en el máximo puesto tras la muerte de Lenin, ideólogo de la Revolución de Octubre y principal dirigente bolchevique.",El Secretario General del Partido era imprescindible y ostentaba el puesto más importante del Partido.,ent,6,1,Generate
4769,"Durante este período, la Unión Soviética continuó avanzando científica y tecnológicamente, lo que le permitió lanzar el primer satélite artificial Sputnik 1 y conseguir la hazaña de llevar por primera vez un ser vivo al espacio exterior: la perra Laika.",Diversos gobiernos rusos fueron derrocados mediente revoluciones a principios del siglo XX.,neutral,6,11,Automated
4480,"El Espacio Económico Europeo (EEE) comenzó a existir el 1 de enero de 1994, con motivo de un acuerdo entre países miembros de la Unión Europea y de la Asociación Europea de Libre Comercio (EFTA).",En un cierto momento se empezó a regular la retirada de los estados. ,neutral,5,11,Automated
1152,"El negocio no está en la venta de consolas, sino en la venta del software, aunque las altas tasas de piratería afectan el negocio.",La piratería perjudica el negocio de venta de software.,ent,3,1,Generate
4193,"Para el 2020, los Juegos Olímpicos habrán tenido 45 ciudades sede de 23 países; sin embargo, solo ocho ocasiones fuera de Europa y América del Norte.",El pentatlón consiste en numerosas pruebas físicas.,neutral,4,11,Automated
1356,"Otro tipo de realimentación se hace a través de periféricos hápticos que producen vibración o retroalimentación de fuerza, usándose a veces la vibración para simular la retroalimentación de fuerza.","Es imposible que los periféricos hápticos produzcan ningún tipo de vibración, debido al modo en el que han sido construidos.",cnt,3,1,Generate
7039,Cuando se inventaron los teléfonos móviles no existían los videojuegos.,Los teléfonos móviles pesan demasiado como para llevarlos en un bolsillo,neutral,10,20,Crowd
645,"Después del 12 de octubre, Colón recorrió otras islas de las Bahamas hacia el sur hasta llegar a la isla de Cuba, y posteriormente a la Española (actual Haití).","Colón viajaba hacia el sur, en esa época.",ent,2,1,Generate
5222,En febrero de 2007 un hombre de 26 años murió en China después de pasar cerca de siete días jugando un videojuego.,Algunos territorios de ultramar europeos lejanos del país al que pertenecen funcionan de forma diferente al mismo.,neutral,3,14,Automated
335,"El Salón de Otoño de 1906 exhibió una retrospectiva de Gauguin que impresionó profundamente a Picasso y tuvo gran influencia en su trabajo; el Salón también incluía diez obras de Cézanne, que falleció por esas mismas fechas.",El Salón de Otoño de 1906 exhibió algunos trabajos de Picasso.,cnt,1,2,Generate
3176,"Picasso, motivado y sensibilizado por la muerte de su amigo Carlos Casagemas, pintó un cuadro que nombró El entierro de Casagemas,​ cuadro alegórico que empezaba a mostrar su paso al período azul.",Hacia finales de 1903 el pintor malagueño obtuvo el reconocimiento mundial.,neutral,1,11,Automated
4584,"El Tratado que institucionaliza la Comunidad Europea del Carbón y del Acero (CECA) buscaba aproximar vencedores y vencidos europeos al seno de una Europa que a medio plazo pudiese tomar su destino en sus manos, haciéndose independiente de entidades exteriores.","Más en concreto , el 52% de la población afirma creer en la existencia de Dios y un 27% creen en la existencia de alguna clase de espíritu o fuerza vital .",neutral,5,12,Automated
3446,"Teniendo Las señoritas de Aviñón como punto de partida , Braque y Picasso acabaron formulando el cubismo en 1908 .",Picasso dio su paso al período azul después de la creación de un cuardro inspirado en la vida.,neutral,1,13,Automated
5580,"La danza constituyó el inicio del periodo realista de Picasso, entre 1925 y 1938.",La danza marcó el final del período naturalista de Picasso.,neutral,1,8,Rewrite
1460,"El arte, por otro lado, no se crea a partir de una necesidad física, sino que representa una búsqueda de propósitos superiores.",Es dudoso que el arte sea conducido por los propósitos superiores.,cnt,3,2,Generate
271,En febrero de 1949 Louis Aragon acudió al estudio parisino de Picasso a seleccionar un dibujo para el cartel del Congreso Mundial de Partisanos por la Paz que había de celebrarse en París en abril del mismo año.,Louis Aragon conocía la ubicación del estudio parisino de Picasso.,ent,1,10,Generate
5086,"En 1962, se desencadenó una crisis con los Estados Unidos por el despliegue soviético de misiles nucleares en Cuba.",Eva pasó las Navidades con el pintor cubista en Barcelona.,neutral,6,14,Automated
7938,Para poder jugar a un videojuego es necesario un controlador y un dispositivo que muestre imágenes de video. ,Hay dispositivos que muestran imágenes de video.,ent,10,20,Crowd
467,"Enamorado de Olga, Picasso acompañó a los Ballets Rusos a Madrid, donde actuaron durante el mes de junio; por influencia de Olga y su contacto con la compañía, Picasso frecuentó la alta sociedad madrileña.",Olga le caía muy mal a Picasso.,cnt,1,3,Generate
481,"Picasso nació el 25 de octubre de 1881 en Málaga (España), en el seno de una familia burguesa.",Málaga no está en España.,cnt,1,9,Generate
2528,"En el Libro blanco sobre la educación y la formación se explicó ampliamente la importancia de que los ciudadanos europeos puedan recibir formación a lo largo de toda la vida, lo que se conoce como aprendizaje permanente.","Los ciudadanos de la Unión Europea no deberían formarse durante más de 15 años después de acabar los estudios obligatorios, ya que se considera que les quitan oportunidades a los demás.",cnt,5,1,Generate
3924,"Todos los primeros intentos por implementar programas de carácter lúdico eran todavía prototipos, juegos muy simples y de carácter experimental que no llegaron a comercializarse, entre otras cosas, porque funcionaban en unas máquinas que solo estaban disponibles en universidades o en institutos de investigación.","En exposiciones como "" Hot Circuits : A Video Arcade "" ( en el Museum of the Moving Image ) de 1989 , los videojuegos se presentaron como obras preformadas cuya calidad como arte provino de la intención del conservador de exhibirlas como arte.3",neutral,3,12,Automated
7340,Picasso y Jacqueline están enterrados en el castillo de Vauvenargues,El castillo de Vauvenargues era propiedad de Van Gogh.,cnt,10,20,Crowd
2315,También el Tratado institucionaliza la militarización de los Estados miembros en cuanto que afirma que «[l]os Estados miembros se comprometen a mejorar progresivamente sus capacidades militares».,"Los estados están obligados a mejorar sus facultades militares, según lo que se lee en el Tratado.",ent,5,1,Generate
594,"Lo seguro es que Colón no solo logró arribar a las costas de América, sino que regresó a Europa, realizando un total de cuatro viajes y dando origen a una ruta para la navegación periódica y segura entre Europa y América.","El descubridor de América atravesó el Atlántico cuatro veces, de ida y vuelta de América.",ent,2,1,Generate
3405,Del 25 de febrero al 6 de marzo de 1905 Picasso expuso en la Galería Sérurier sus primeras telas rosas.,"Fue miembro del Partido Comunista de España y del Partido Comunista Francés hasta su muerte,2 acaecida el 8 de abril de 1973 a los noventa y un años de edad , en su casa llamada « Notre-Dame-de-Vie»34 de la localidad francesa de Mougins .",neutral,1,12,Automated
3170,"Desde 1898 firmó sus obras como «Pablo Ruiz Picasso», luego como «Pablo R. Picasso», y sólo como «Picasso» desde 1901.",En los años 40s el pintos malagueño estuvo muy deprimido.,neutral,1,11,Automated
520,"Los tonos ocre-rojizos son característicos de la más amable época rosa de Picasso, pero la crudeza del cuadro los convierte en agresivos.","Durante su epoca el Picasso usaba los tonos ocre-rojizos cual no son característicos de la más amable época , pero la crudeza del cuadro los convierte en pacificos.",cnt,1,9,Generate
1241,"El desarrollo de videojuegos es el proceso de creación de un videojuego, desde el concepto inicial hasta el videojuego en su versión final.",Para crear un videojuego hay que pasar por distintas fases. ,ent,3,4,Generate
3609,"Finalmente, el 15 de marzo la Niña llegó al puerto de Palos, con pocas horas de diferencia respecto a la Pinta.",Francisco de Bobadilla murió en 1502 a causa de una larga enfermedad que lo dejó postrado en la cama durante 5 meses.,neutral,2,11,Automated
1364,"El programa de software o soporte lógico contiene toda la información, instrucciones, imágenes y audio que componen el videojuego.","El software contiene casi toda la información del videojuego excepto las instrucciones, que las has de mirar por internet.",cnt,3,1,Generate
5089,"En enero de 1970, el Museo Picasso de Barcelona recibió la donación de las obras conservadas por su familia.","El descubridor de América atravesó el Atlántico cuatro veces, de ida y vuelta de América.",neutral,1,14,Automated
3779,"Tales juegos se consideran ejemplos de un juego de empatía, descrito libremente por Patrick Begley del Sydney Morning Herald como juegos que ""piden a los jugadores que habiten en los mundos emocionales de sus personajes.""","Se ha intentado incorporar teorías de aprendizaje a los videojuegos, pero siempre ha sido un fracaso.",neutral,3,11,Automated
764,"El proyecto de Colón fue sometido a una nueva junta, convocada por la reina, pero nuevamente se rechazó.",La nueva junta rechazó por segunda vez el proyecto de Colón,ent,2,9,Generate
2110,"Los Juegos Olímpicos modernos tienen su fundamento en los Juegos Olímpicos antiguos —llamados así por celebrarse en la ciudad de Olimpia— que eran fiestas atléticas celebradas desde el año 776 a. C.(la fecha más aceptada), y cada cuatro años, en el santuario de Zeus en Olimpia, Grecia.",Los juegos Olímpicos no tienen fundamento,cnt,4,10,Generate
5614,Para averiguar cuáles eran los verdaderos restos se propuso tomar muestras de ADN de ambos esqueletos: el de Sevilla y el de Santo Domingo.,Se sabía cuáles eran los verdaderos restos.,cnt,2,5,Rewrite
4161,"En Seúl 1988, Corea del Norte presionó al COI para realizar una edición conjunta entre ambas Coreas, sin embargo, ante las reglas de la Carta Olímpica, el COI se negó.",Los primeros Juegos Olímpicos se celebraron en Kuala Lumpur.,neutral,4,11,Automated
2317,"Pese a que la UE ya representa, en términos agregados, una de las primeras fabricantes y exportadoras de armas global, y a que su gasto militar agregado es del 28% en términos globales.",El gasto militar agregado que tiene la Unión Europea actualmente no supera el 30%.,ent,5,1,Generate
1472,"Los primeros intentos por implementar programas de carácter lúdico (inicialmente programas de ajedrez) no tardaron en aparecer, y se fueron repitiendo durante las siguientes décadas.",Es poco probable que los primeros programas de carácter lúdico fueran los programas de ajedrez.,cnt,3,2,Generate
4821,"A finales de los años 1950, una confrontación con China derivada del acercamiento de la Unión Soviética con Occidente que Mao rechazó, sumada a una serie de reformas implementadas por Jrushchov, condujo a la ruptura sino-soviética.",Sin las políticas de Gorbachov la producción no hubiera aumentado tanto como lo hizo en los años ochenta y noventa.,neutral,6,11,Automated
4119,"El COI permite la formación de comités olímpicos nacionales que representan a naciones, sin verse obligadas a cumplir con estrictos requisitos relacionados con la soberanía política como lo demandan otras organizaciones internacionales.",La Sociedad Olímpica de Wenlock existía antes de que el Comité Olímpico Internacional fuera creado en 1890.,neutral,4,11,Automated
3110,"Dos fenómenos caracterizaron la siguiente década: el desmoronamiento cada vez más evidente de las estructuras económicas y políticas de la Unión Soviética, y un conjunto poco coherente de reformas enfocadas a revertir ese proceso.",Durante la siguiente década se mejoraron notablemente las estructuras económicas de la Unión Soviética.,cnt,6,3,Generate
480,"Picasso nació el 25 de octubre de 1881 en Málaga (España), en el seno de una familia burguesa.",La familia de Picasso era pobre.,cnt,1,9,Generate
2686,"El Tratado que institucionaliza la Comunidad Europea del Carbón y del Acero (CECA) buscaba aproximar vencedores y vencidos europeos al seno de una Europa que a medio plazo pudiese tomar su destino en sus manos, haciéndose independiente de entidades exteriores.",Europa nunca ha dependido de otros países. ,cnt,5,4,Generate
3659,"Nunca se casaron con Beatriz Enríquez de Arana, aunque a su muerte Colón le legó su fortuna e hizo que su primer hijo, Diego, la tratara como a su madre verdadera.","A partir de este « encuentro » algunas potencias europeas invadieron el territorio americano , imponiendo su dominio , político , cultural y religioso , sobre las culturas locales .",neutral,2,12,Automated
2255,"Finalmente, las decisiones son más limitadas porque, aun teniendo carácter obligatorio, no suelen tener carácter general, sino que se dirigen a destinatarios precisos.",Las decisiones son ineludibles para aquellas personas a las que le afecten.,ent,5,1,Generate
2087,"Se realizaron competiciones de patinaje artístico (en 1908 y 1920) y hockey sobre hielo (en 1920) durante la edición de verano, sin embargo, el COI buscó ampliar esta lista de deportes para abarcar otras actividades invernales.",El patinaje artístico no se ha incorporado a unos Juegos Olímpicos hasta principios del siglo XXI,cnt,4,9,Generate
5157,"Cinco miembros de la CECA ratificaron el tratado estableciendo la Comunidad Europea de Defensa (CED), pero en agosto de 1954, los parlamentarios franceses lo rechazaron, como consecuencia de la oposición conjunta de gaullistas y comunistas.",El Congreso Mundial de Partisanos por la Paz se celebraba en Dinamarca en febrero de 1949. ,neutral,5,14,Automated
5219,"En la década de 1980 el soporte habitual para el software era el cartucho en las videoconsolas, y el disco magnético o la cinta de casete en los ordenadores.",El navegante conocía todas las islas sin excepción. ,neutral,3,14,Automated
1033,"«El gobierno de Colón se distinguió por una forma de tiranía», afirma Consuelo Varela Bueno, historiadora española que estudió y publicó documentos.",Ningún investigador español ha hablado jamás de Colón como un tirano,cnt,2,9,Generate
7583,"En  castillo de Vauvenargues,propiedad de Picasso está también enterrada su esposa.",La esposa de Picasso se llamaba Aurora,neutral,10,20,Crowd
6470,"Por otra parte, los que rechazan la Política Agrícola Común, argumentan que la ayuda económica para los agricultores les asegura un estándar de vida razonable imposible económicamente si existiera.","Los agricultores reciben demasiado dinero, según los defensores de la Política Agrícola Común.",ent,5,7,Rewrite
1172,"Si bien es habitual el uso de un dispositivo de entrada externo —como son los clásicos teclado y ratón, el mando, o el joystick—, las plataformas portátiles de hoy en día (smartphones, tablets, videoconsolas de bolsillo...) permiten jugar mediante su pantalla táctil o mediante el movimiento del propio aparato (gracias al uso de giroscopios y acelerómetros).",Las plataformas portátiles modernas son más cómodas de usar porque no necesitan los dispositivos de entrada externos.,ent,3,2,Generate
4308,"La mascota olímpica , un animal o una figura humana que representa el patrimonio cultural del país anfitrión , fue introducido en 1968 , sin embargo la primera mascota olímpica como tal fue Waldi , un perro salchicha mascota de Múnich 1972 .","Antiguamente se podía participar en los JJOO sin ser profesional, aunque esta tendencia se ha ido alejando para dejar paso a atletas profesionales.",neutral,4,13,Automated
6414,En los tratados anteriores al de Lisboa se había previsto algún procedimiento jurídico que regulara la retirada de los estados.,"El tratado de Lisboa no fue el primero que se escribió, aunque sí fue el primero en el que se ilegalizó la retirada de los estados de forma jurídica.",cnt,5,6,Rewrite
894,"Cristóbal Colón es famoso por haber realizado el descubrimiento de América, el 12 de octubre de 1492, al llegar a la isla de Guanahani, actualmente en las Bahamas.",Es dudosa la relación entre el virrey y gobernador general de las Indias Occidentales y el descubrimiento de América.,cnt,2,2,Generate
3373,"Sin embargo, las autoridades locales no le permitieron ser enterrado en la mansión y su esposa Jacqueline decidió enterrarlo en el castillo de Vauvenargues, también propiedad de Picasso, donde ella también sería enterrada años más tarde.","El paisaje catalán , sus colores y la estructura casi cubista de los pueblos y construcciones coincidían con las ideas de Picasso ; yo pinto lo que pienso , no lo que veo , dijo Picasso.113",neutral,1,12,Automated
2926,"Al día siguiente, el Sóviet Supremo de la Unión Soviética, el cuerpo gubernamental más alto de la Unión Soviética, se disolvió a sí mismo.",La población no votó la disolución del Sóviet. ,ent,6,4,Generate
7816,La civilización europea decayo a partir de la colonización de America,En algún momento en la historia se ha hecho un viaje de ida y vuelta al continente americano.,ent,10,20,Crowd
333,"Gertrude Stein y su hermano Leo se habían instalado en París, y dedicaban su fortuna a reunir una extraordinaria colección de arte.",Los hermanos Stein provenían de una familia pobre.,cnt,1,2,Generate
1948,Convertirse en ciudadanos de otra nación suele ocurrir ya sea porque las personas se sienten atraídas por los patrocinios y las instalaciones de entrenamiento o porque un atleta no cumple con los requisitos de su país de origen.,"Está prohibido que los deportistas obtengan otra nacionalidad y que representen otro país, ya que puede causar disputas políticos entre los países en cuestión.",cnt,4,1,Generate
3259,En 1923 Picasso continuó con el tema del arlequín; realizó varios retratos de Jacint Salvadó disfrazado de arlequín en un estilo menos monumental y más lírico.,Picasso prefirió establecerse a Francia porque quería fama,neutral,1,11,Automated
5865,"El complejo acceso a ordenadores, smartphones y consolas, sumado a un exceso de control por parte de los padres o el ambiente de un hogar funcional, puede dar lugar a que niños o adolescentes hagan un uso ínfimo de los videojuegos. ",Los padres no tienen que controlar la actividad de sus hijos para que estos hagan un uso abusivo de los videojuegos.,ent,3,5,Rewrite
3956,"Tales juegos se consideran ejemplos de un juego de empatía, descrito libremente por Patrick Begley del Sydney Morning Herald como juegos que ""piden a los jugadores que habiten en los mundos emocionales de sus personajes.""",Cabe señalar que esta no es la única forma en la cual se puede tratar a una persona con adicción a los videojuegos .,neutral,3,12,Automated
4632,"También tiene estatus de territorio especial la localidad italiana de Livigno, la cual pese a no ser un exclave se beneficia del estatus extraterritorial regulado desde los siglos XIX y XX.","Las actividades prioritarias en relación al medio ambiente se enfocan en la lucha contra el cambio climático , mantener la biodiversidad , reducir los problemas de salud derivados de la contaminación y el uso de los recursos naturales de manera más responsable.262 De esta forma , lo que se persigue con estas políticas es la protección del medio natural , de una manera que se contribuya al crecimiento económico , impulsando la innovación y la empresa .",neutral,5,12,Automated
1398,"Los videojuegos independientes son desarrollados por pequeños grupos de no más de 20 personas, sin la ayuda financiera de ninguna distribuidora.","La gracia de los juegos independientes es que personas de todo el mundo pueden participar en su creación, de modo que suelen tener entre 100 y 500 personas trabajando solo en el desarrollo.",cnt,3,1,Generate
3605,"Colón,  no escribía en italiano ni cuando se dirigía a sus hijos o a sus hermanos; ni siquiera al Banco de San Giorgio de Génova.",Los portugueses lucharon contra los musulmanes entre los años 1200 y 1300.,neutral,2,11,Automated
7224,     Las funciones primarias de los teléfonos inteligentes no es la reprodución de viedojuegos,La principal función de los teléfonos móviles es reproducir videojuegos,cnt,10,20,Crowd
6426,La Unión Europea (EU) es una comunidad de derecho desintegrada en régimen sui géneris de organización internacional descompuesta por propiciar y acoger la integración y gobernanza en común de los Estados y los pueblos de Europa.,La política interna de la Comunidad Europea incluye la posibilidad de la integración y la gobernanza en común de los Estados Europeos.,ent,5,7,Rewrite
2889,Moscú consideró a Europa oriental como una zona tapón para la defensa preventiva de sus fronteras occidentales y aseguró su control de la región transformando los países de Europa del Este en Estados satélites.,Alemania Oriental tenía parte de la gran frontera occidental de Moscú y funcionaba como zona tapón.,ent,6,3,Generate
6422,También el Tratado institucionaliza la militarización de los Estados miembros en cuanto que afirma que «[l]os Estados miembros se comprometen a minimizar progresivamente sus capacidades militares».,"Los estados están obligados a mejorar sus facultades militares, según lo que se lee en el Tratado.",cnt,5,6,Rewrite
4824,"Mientras tanto, la Guerra Fría dejó paso a la distensión y a un patrón más complicado de las relaciones internacionales en las cuales el mundo no estuvo claramente dividido en dos bloques opuestos.",Un líder comunista apoyó a su sucesor. ,neutral,6,11,Automated
3514,"Sobre la lengua materna de Cristóbal Colón también existe controversia ya que, según los investigadores, es un importante apoyo para una u otra teoría sobre su ciudad natal.",América es un continente,neutral,2,11,Automated
6968,Cólon realizó cuatro viajes de ida y vuelta y originó una navegación periódica y segura entre Europa y Oceanía. ,Colón realizó dos viajes en total ,cnt,10,20,Crowd
4750,"Después de la política económica del comunismo de guerra llevada a cabo durante la Guerra Civil, el Gobierno soviético permitió que algunas empresas privadas coexistieran con la industria nacionalizada durante los años 1920.",Todo el comercio exterior fue controlado por el gobierno.,neutral,6,11,Automated
6709,"En octubre de 1977, fue aprobada por unanimidad la tercera constitución soviética, pero el estado de ánimo predominante en el liderazgo soviético durante el momento de la muerte de Brézhnev en 1982, era la aversión al cambio.",La tercera constitución soviética fue aprobada por la mayoría de los votantes.,ent,6,7,Rewrite
2651,"Con la firma de los Tratados de Roma los seis deciden avanzar en la cooperación en los dominios económico, político y social.","Los Tratados de Roma pretendían permitir avanzar en los dominios de defensa, igualdad y medioambiente.",cnt,5,3,Generate
5961,"Todos los primeros intentos por implementar programas de carácter lúdico eran definitivos, juegos muy simples y de carácter experimental que llegaron a comercializarse, entre otras cosas, porque funcionaban en unas máquinas que estaban disponibles en universidades o en institutos de investigación.",Los últimos programas lúdicos se crearon para que pudieran ser utilizados en televisores.,neutral,3,7,Rewrite
6675,Los líderes soviéticos sostuvieron que un Gobierno de un único partido era innecesario para asegurar que la «explotación capitalista» no regresara a la Unión Soviética y que los principios del centralismo democrático representaran la voluntad del pueblo.,Los líderes soviéticos evitaban crear más partidos.,cnt,6,7,Rewrite
3542,"Aunque en diversas pinturas y otras obras artísticas se ha reflejado la presencia de algún sacerdote o religioso, en esta primera expedición no viajó ningún clérigo entre la tripulación.",Colón no se casó pero tuvo un hijo.,neutral,2,11,Automated
6346,"En el conjunto de la UE, según un eurobarómetro de 2006, el 46% de los ciudadanos europeos considera que la religión ocupa una posición muy importante en la sociedad.","Para más de la mitad de la población europea, la religión es muy importante en la sociedad.",cnt,5,5,Rewrite
5653,De los datos que había recopilado Colón deducía que el extremo oriental de Asia se hallaba mucho más próximo a Europa de lo que suponían los cosmógrafos de la época.,La información proporcionada por el colonizador italiano coincidía con los datos de los cosmógrafos de la época.,cnt,2,6,Rewrite
917,Colón no escribía en italiano ni cuando se dirigía a sus hijos o a sus hermanos; ni siquiera al Banco de San Giorgio de Génova.,El famoso cartógrafo destacó el italiano como la lengua para comunicación con la familia.,cnt,2,2,Generate
2639,"En 2009, el Consejo Europeo aseguró a la República Checa que en la siguiente reforma del Tratado, esa cláusula de excepción se extendiese también a este país.",La cláusula de excepción del Tratado reformado se extendió a Chequia antes de 2009.,cnt,5,2,Generate
6867,En el año 1949 se celebró en París el Congreso Mundial de Partisanos por la Paz.,En 1949 Louis Aragon estaba vivo.,neutral,10,20,Crowd
395,La idea de Massine para el ballet derivaba de las representaciones callejeras que vieron en el viaje que realizaron en 1917 a Nápoles.,La idea para el ballet le apareció en sueños.,cnt,1,2,Generate
5986,El concepto de los videojuegos como una forma de arte es un tema controvertido dentro de la industria del entretenimiento.,La industria del entretenimiento no se ocupa exclusivamente de la producción de películas y la edición de libros.,neutral,3,7,Rewrite
3338,"Picasso, motivado y sensibilizado por la muerte de su amigo Carlos Casagemas, pintó un cuadro que nombró El entierro de Casagemas,​ cuadro alegórico que empezaba a mostrar su paso al período azul.","El 23 de junio llegaron a Barcelona , donde los Ballets Rusos representaron Las Meninas en el Teatro del Liceo .",neutral,1,12,Automated
961,La afirmación que los restos óseos atribuidos al almirante que están en la catedral de Sevilla desde 1898 «sí son los de Cristóbal Colón» está basada en el estudio del ADN comparado con el de su hermano menor Diego y con los de su hijo Hernando.,Nadie afirma que los huesos que se hayan en la catedral de Sevilla sean los pertenecientes al descubridor de América.,cnt,2,3,Generate
4626,"Hay una serie de territorios de ultramar de los Estados miembros, que son legalmente parte de la Unión Europea, pero tienen ciertas exenciones en función de su lejanía de Europa.","Con la entrada en vigor del Tratado de Lisboa , los símbolos de la UE como la bandera , el lema , el himno o el Día de Europa no son jurídicamente vinculantes , aunque todos ellos se encuentran en uso .",neutral,5,12,Automated
6310,"Pese a que la UE ya representa, en términos agregados, una de las primeras fabricantes y exportadoras de armas global, y a que su gasto militar agregado es del 28% en términos globales.","La Unión Europea es una de las comunidades que menos armas fabrica, así como también una de las menores exportadoras de armas en el mundo.",cnt,5,5,Rewrite
4332,"Como resultado , los Juegos Olímpicos se han alejado del amateurismo puro , según lo previsto por Coubertin , para permitir la participación de los atletas profesionales .","El COI carece de datos con los que elegir la ciudad candidata, puesto que por el momento ningún organismo se encarga de recoger los datos necesarios que ayudarían a tomar una decisión.",neutral,4,13,Automated
1189,"Entre los géneros de videojuegos más populares están los de acción, estrategia, rol, aventura, rompecabezas, simulación, deportes o carreras, cada uno de ellos con varios subgéneros.",Los jugadores disponen de una gamma de géneros de videojuegos muy amplia.,ent,3,2,Generate
